id,title,authors,year,abstract,keywords,journal,doi,source_db,country,citations,url
EBSCO_-2909525623307003453,Heterogeneous Effects of Generative artificial intelligence (GenAI) on Knowledge Seeking in Online Communities.,Generative artificial intelligence; Information theory; Information sharing; Internet Publishing and Broadcasting and Web Search Portals,2025.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Heterogeneous Effects of Generative artificial intelligence (GenAI) on Knowledge Seeking in Online Communities.
Heterogeneous Effects of Generative artificial intelligence (GenAI) on Knowledge Seeking in Online Communities.",Generative artificial intelligence; Information theory; Information sharing; Internet Publishing and Broadcasting and Web Search Portals,"Journal of Management Information Systems,",,EBSCO,,0,
EBSCO_8084903916292421056,Why Gen AI Feels So Threatening to Workers.,"Hermann, Erik; Puntoni, Stefano; Morewedge, Carey K.; Generative artificial intelligence; Employee attitudes; Professional competence; Psychological disengagement",,"Publicación periódica
Herramientas para Why Gen AI Feels So Threatening to Workers.
Why Gen AI Feels So Threatening to Workers.",Generative artificial intelligence; Employee attitudes; Professional competence; Psychological disengagement,"Harvard Business Review, Mar/Apr",,EBSCO,,0,
EBSCO_6114146487755202364,Generative Artificial Intelligence (GenAI)-Based Recommender Addressing Contribution Pollution and Information Cacophony on Digital Platforms.,"Malgonde, Onkar S.; Generative artificial intelligence; Recommender systems; Information networks; Pollution",2025.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Generative Artificial Intelligence (GenAI)-Based Recommender Addressing Contribution Pollution and Information Cacophony on Digital Platforms.
Generative Artificial Intelligence (GenAI)-Based Recommender Addressing Contribution Pollution and Information Cacophony on Digital Platforms.",Generative artificial intelligence; Recommender systems; Information networks; Pollution,"Journal of Management Information Systems,",,EBSCO,,0,
EBSCO_396949041355904494,Inovație în afaceri prin inteligența artificială generativă: o analiză de brevete.,"BABA, Eliza; ALECA, Ofelia-Ema; Generative artificial intelligence; Innovations in business; Financial services industry; Health care industry",2026.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Inovație în afaceri prin inteligența artificială generativă: o analiză de brevete.
Inovație în afaceri prin inteligența artificială generativă: o analiză de brevete.",Generative artificial intelligence; Innovations in business; Financial services industry; Health care industry,"Audit Financiar,",,EBSCO,,0,
EBSCO_3848559499496288851,A GenAI-Powered Cybersecurity Mesh for Real-Time Risk Detection in Digital Payments,"Anugula, Utham Kumar; Ananthanarayanan, Vijayanand; Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineering Profession",2026.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para A GenAI-Powered Cybersecurity Mesh for Real-Time Risk Detection in Digital Payments
A GenAI-Powered Cybersecurity Mesh for Real-Time Risk Detection in Digital Payments","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineering Profession","2026 IEEE 5th International Conference on AI in Cybersecurity (ICAIC), AI in Cybersecurity (ICAIC), 2026 IEEE 5th International Conference on, 2026",,EBSCO,,0,
EBSCO_7862638494603160123,GenAI-assisted software development: Is it killing the creativity?,"Sinav, Alper; Peker, Volkan; Yildiz, Hayri; Communication, Networking and Broadcast Technologies; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems",2026.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para GenAI-assisted software development: Is it killing the creativity?
GenAI-assisted software development: Is it killing the creativity?","Communication, Networking and Broadcast Technologies; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems","2026 5th International Informatics and Software Engineering Conference (IISEC), Informatics and Software Engineering Conference (IISEC), 2026 5th International, 2026",,EBSCO,,0,
EBSCO_-5368311498061568901,GenAI in branding: Advertising and marketing professionals' views.,"Chen, Huan; Wei, Xiaofan; Zuo, Xinyi; Generative artificial intelligence; Branding (Marketing); Customization; Advertising executives",,"Publicaciones arbitradas
Publicación académica
Herramientas para GenAI in branding: Advertising and marketing professionals' views.
GenAI in branding: Advertising and marketing professionals' views.",Generative artificial intelligence; Branding (Marketing); Customization; Advertising executives,"Journal of Brand Strategy, Spring",,EBSCO,,0,
EBSCO_-1137093787324457937,Generative Artificial Intelligence as an Enabler of Organizational Ambidexterity in the Knowledge Economy.,"Tiwari, Sapan; Buch, Dharmam; Rao, Aditi; Generative artificial intelligence; Organizational ambidexterity; Automation; Digital transformation",2026.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Generative Artificial Intelligence as an Enabler of Organizational Ambidexterity in the Knowledge Economy.
Generative Artificial Intelligence as an Enabler of Organizational Ambidexterity in the Knowledge Economy.",Generative artificial intelligence; Organizational ambidexterity; Automation; Digital transformation,"Management Dynamics in the Knowledge Economy,",,EBSCO,,0,
EBSCO_-3749918407289841321,On-Device-First Hybrid LLM Inference on AI-PCs: Closing the Enterprise GenAI Divide,"Begum, Sultana; Fleming, Kris; Lewellen, Todd; Bioengineering; Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Engineered Materials, Dielectrics and Plasmas",2026.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para On-Device-First Hybrid LLM Inference on AI-PCs: Closing the Enterprise GenAI Divide
On-Device-First Hybrid LLM Inference on AI-PCs: Closing the Enterprise GenAI Divide","Bioengineering; Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Engineered Materials, Dielectrics and Plasmas","2026 IEEE International Conference on Consumer Electronics (ICCE), Consumer Electronics (ICCE), 2026 IEEE International Conference on, 2026",,EBSCO,,0,
EBSCO_-3417041453842198057,GenAI and Consumer Research: Are We the Last Generation of Human Consumer Researchers?,Generative artificial intelligence; Consumer research; Data analysis; Research personnel,,"Publicaciones arbitradas
Publicación académica
Herramientas para GenAI and Consumer Research: Are We the Last Generation of Human Consumer Researchers?
GenAI and Consumer Research: Are We the Last Generation of Human Consumer Researchers?",Generative artificial intelligence; Consumer research; Data analysis; Research personnel,"Journal of Consumer Research, Jun",,EBSCO,,0,
EBSCO_3247861864374856933,Gen AI Won't Make Your Employees Experts.,Generative artificial intelligence; Employees; Expertise; Job skills,2025.0,"Publicación periódica
Herramientas para Gen AI Won't Make Your Employees Experts.
Gen AI Won't Make Your Employees Experts.",Generative artificial intelligence; Employees; Expertise; Job skills,"Harvard Business Review, Mar/Apr",,EBSCO,,0,
EBSCO_4586669432589386236,"Blockchain vs. generative artificial intelligence in India: A comparative study of adoption drivers, barriers, and diffusion trajectories.","Nigam, Siddhartha; Wali, O. P.; Blockchains; Generative artificial intelligence; Innovation adoption; Financial inclusion",2008.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Blockchain vs. generative artificial intelligence in India: A comparative study of adoption drivers, barriers, and diffusion trajectories.
Blockchain vs. generative artificial intelligence in India: A comparative study of adoption drivers, barriers, and diffusion trajectories.",Blockchains; Generative artificial intelligence; Innovation adoption; Financial inclusion,"International Journal of Systematic Innovation, Feb",,EBSCO,,0,
EBSCO_-2042871241643549691,Opportunity Search in the Era of GenAI: Navigating Uncertainty in an Expanding Universe of Imaginable but Unknowable Futures.,Generative artificial intelligence; Entrepreneurship; Decision making; Uncertainty,,"Publicaciones arbitradas
Publicación académica
Herramientas para Opportunity Search in the Era of GenAI: Navigating Uncertainty in an Expanding Universe of Imaginable but Unknowable Futures.
Opportunity Search in the Era of GenAI: Navigating Uncertainty in an Expanding Universe of Imaginable but Unknowable Futures.",Generative artificial intelligence; Entrepreneurship; Decision making; Uncertainty,"Journal of Management Studies (John Wiley & Sons, Inc.), Mar",,EBSCO,,0,
EBSCO_7293563045529995194,"""Fair"" and ""Just"" Generative Artificial Intelligence for the Base of the Pyramid Population.",Generative artificial intelligence; Poor communities; Artificial intelligence; Social innovation,,"Publicaciones arbitradas
Publicación académica
Herramientas para ""Fair"" and ""Just"" Generative Artificial Intelligence for the Base of the Pyramid Population.
""Fair"" and ""Just"" Generative Artificial Intelligence for the Base of the Pyramid Population.",Generative artificial intelligence; Poor communities; Artificial intelligence; Social innovation,"Journal of Macromarketing, Mar",,EBSCO,,0,
EBSCO_-1526687189989618414,A STUDY ON SMEs BASED ON THE GENERATIVE ARTIFICIAL INTELLIGENCE ACCEPTANCE MODEL.,"BEKAR, Fevziye; Generative artificial intelligence; Quantitative research; Expectation (Psychology); Small business",,"Publicaciones arbitradas
Publicación académica
Herramientas para A STUDY ON SMEs BASED ON THE GENERATIVE ARTIFICIAL INTELLIGENCE ACCEPTANCE MODEL.
A STUDY ON SMEs BASED ON THE GENERATIVE ARTIFICIAL INTELLIGENCE ACCEPTANCE MODEL.",Generative artificial intelligence; Quantitative research; Expectation (Psychology); Small business,"Journal of Entrepreneurship & Development / Girisimcilik ve Kalkinma Dergisi, ara",,EBSCO,,0,
EBSCO_-929312475000392674,Generative Artificial Intelligence in Qualitative Data Analysis: Analyzing—Or Just Chatting?,Generative artificial intelligence; Qualitative research; Thematic analysis; Cognition,,"Publicaciones arbitradas
Publicación académica
Herramientas para Generative Artificial Intelligence in Qualitative Data Analysis: Analyzing—Or Just Chatting?
Generative Artificial Intelligence in Qualitative Data Analysis: Analyzing—Or Just Chatting?",Generative artificial intelligence; Qualitative research; Thematic analysis; Cognition,"Organizational Research Methods, Jan",,EBSCO,,0,
EBSCO_-1816576332358178836,THE HIDDEN RISKS OF GENERATIVE ARTIFICIAL INTELLIGENCE IN ACCOUNTING AND AUDITING: A BIBLIOMETRIC PERSPECTIVE.,"BARBU, Anamaria-Georgeta; Generative artificial intelligence; Auditing; Data security; Risk assessment",2025.0,"Publicaciones arbitradas
Publicación académica
Herramientas para THE HIDDEN RISKS OF GENERATIVE ARTIFICIAL INTELLIGENCE IN ACCOUNTING AND AUDITING: A BIBLIOMETRIC PERSPECTIVE.
THE HIDDEN RISKS OF GENERATIVE ARTIFICIAL INTELLIGENCE IN ACCOUNTING AND AUDITING: A BIBLIOMETRIC PERSPECTIVE.",Generative artificial intelligence; Auditing; Data security; Risk assessment,"Annals of the University of Oradea, Economic Science Series, Dec",,EBSCO,,0,
EBSCO_2652641018554525446,Generative Artificial Intelligence (GenAI) Meets Assessment: Experimental Insights into Teacher Candidates' Attitudes and Acceptance,Kübra Karakaya Özyer; Betül Aydin; Artificial Intelligence; Preservice Teachers; Student Attitudes; Computer Uses in Education,2026.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Generative Artificial Intelligence (GenAI) Meets Assessment: Experimental Insights into Teacher Candidates' Attitudes and Acceptance
Generative Artificial Intelligence (GenAI) Meets Assessment: Experimental Insights into Teacher Candidates' Attitudes and Acceptance",Artificial Intelligence; Preservice Teachers; Student Attitudes; Computer Uses in Education,"International Journal of Education in Mathematics, Science and Technology,",,EBSCO,,0,
EBSCO_7910962304492606215,"Generative Artificial Intelligence (GenAI) for Academic Writing in Higher Education: A Scoping Review of Applications, Challenges, and Implications",Renz Alvin E. Gabay; Aaron A. Funa; Jhonner D. Ricafort; Artificial Intelligence; Academic Language; Higher Education; Barriers,2026.0,"Publicaciones arbitradas
Publicación académica
Herramientas para Generative Artificial Intelligence (GenAI) for Academic Writing in Higher Education: A Scoping Review of Applications, Challenges, and Implications
Generative Artificial Intelligence (GenAI) for Academic Writing in Higher Education: A Scoping Review of Applications, Challenges, and Implications",Artificial Intelligence; Academic Language; Higher Education; Barriers,"International Journal of Education in Mathematics, Science and Technology,",,EBSCO,,0,
EBSCO_-3151316130994847193,DHS playbook for public sector generative artificial intelligence deployment.,United States. Department of Homeland Security; Public administration -- Technological innovations -- United States.; Artificial intelligence -- Industrial applications -- United States.; United States. Department of Homeland Security -- Information technology.,,"Libro
Herramientas para DHS playbook for public sector generative artificial intelligence deployment.
DHS playbook for public sector generative artificial intelligence deployment.",Public administration -- Technological innovations -- United States.; Artificial intelligence -- Industrial applications -- United States.; United States. Department of Homeland Security -- Information technology.,2025Government Publishing Office Catalog,,EBSCO,,0,
EBSCO_-3073676908161330163,"Feasibility, Applicability, and Training of Generative Artificial Intelligence (Gen-AI) for Fixed RAIN (UHF) RFID Antenna Systems Integration","Parthiban, Prabakar; Aerospace; Bioengineering; Communication, Networking and Broadcast Technologies; Computing and Processing",2025.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para Feasibility, Applicability, and Training of Generative Artificial Intelligence (Gen-AI) for Fixed RAIN (UHF) RFID Antenna Systems Integration
Feasibility, Applicability, and Training of Generative Artificial Intelligence (Gen-AI) for Fixed RAIN (UHF) RFID Antenna Systems Integration","Aerospace; Bioengineering; Communication, Networking and Broadcast Technologies; Computing and Processing","2025 IEEE International Conference on Recent Advances in Systems Science and Engineering (RASSE), Recent Advances in Systems Science and Engineering (RASSE), 2025 IEEE International Conference on, 2025",,EBSCO,,0,
EBSCO_-7731757650972672831,Generative AI-Augmented Thematic Analysis.,Generative artificial intelligence; Marketing research; Qualitative research; Marketing Research and Public Opinion Polling,,"Publicaciones arbitradas
Publicación académica
Herramientas para Generative AI-Augmented Thematic Analysis.
Generative AI-Augmented Thematic Analysis.",Generative artificial intelligence; Marketing research; Qualitative research; Marketing Research and Public Opinion Polling,"International Journal of Market Research, Mar",,EBSCO,,0,
EBSCO_-3875175332889576636,"Transforming Education through Generative Artificial Intelligence (GenAI) -- Innovations, Challenges, and Opportunities",Ismail Sahin; Omid Noroozi; Educational Change; Artificial Intelligence; Student Motivation; Technology Uses in Education,,"Publicaciones arbitradas
Libro
Herramientas para Transforming Education through Generative Artificial Intelligence (GenAI) -- Innovations, Challenges, and Opportunities
Transforming Education through Generative Artificial Intelligence (GenAI) -- Innovations, Challenges, and Opportunities",Educational Change; Artificial Intelligence; Student Motivation; Technology Uses in Education,"International Society for Technology, Education, and Science, 2025ERIC",,EBSCO,,0,
EBSCO_6677140884230708582,A Systematic Approach to Experimenting with Gen AI.,"Berndt, Johannes; Englmaier, Florian; Sadun, Raffaella; Generative artificial intelligence; Business planning; Innovations in business; Innovation adoption",,"Publicación periódica
Herramientas para A Systematic Approach to Experimenting with Gen AI.
A Systematic Approach to Experimenting with Gen AI.",Generative artificial intelligence; Business planning; Innovations in business; Innovation adoption,"Harvard Business Review, Jan/Feb",,EBSCO,,0,
EBSCO_-7643247761619183694,The Gen AI Playbook for Organizations.,"Anand, Bharat N.; Wu, Andy; Business enterprises; Generative artificial intelligence; Tasks; Tacit knowledge",,"Publicación periódica
Herramientas para The Gen AI Playbook for Organizations.
The Gen AI Playbook for Organizations.",Business enterprises; Generative artificial intelligence; Tasks; Tacit knowledge,"Harvard Business Review, Nov/Dec",,EBSCO,,0,
EBSCO_2480285122487349480,Agentic GenAI-Driven Network Management: Outage Probability of Relay Signal Transmission Using DF Technique Under BX Fading Case Study,"Petrovic, Nenad; Suljovic, Suad; Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineering Profession",2025.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para Agentic GenAI-Driven Network Management: Outage Probability of Relay Signal Transmission Using DF Technique Under BX Fading Case Study
Agentic GenAI-Driven Network Management: Outage Probability of Relay Signal Transmission Using DF Technique Under BX Fading Case Study","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineering Profession","2025 33rd Telecommunications Forum (TELFOR), Telecommunications Forum (TELFOR), 2025 33rd, 2025",,EBSCO,,0,
EBSCO_-4456850113860037067,Boost or Block? Exploring the Impact Mechanisms of Deep Learning in GenAI Interactions,"Mo, Jiaying; Peng, Shaodong; Guo, Chunyan; Computing and Processing; Deep learning; Surveys; Generative AI",2025.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para Boost or Block? Exploring the Impact Mechanisms of Deep Learning in GenAI Interactions
Boost or Block? Exploring the Impact Mechanisms of Deep Learning in GenAI Interactions",Computing and Processing; Deep learning; Surveys; Generative AI,"2025 International Conference on Educational Technology Management (ICETM), Educational Technology Management (ICETM), 2025 International Conference on, 2025",,EBSCO,,0,
EBSCO_-3352273897205234001,Research of Project-Based Teaching in Engineering Courses Driven by Gen-AI: Taking Electromagnetic Field Course as Example,"Zhong, Hui; Wang, Xiaolong; Wei, Haotian; Computing and Processing; Technological innovation; Generative AI; Human-machine systems",2025.0,"Publicaciones arbitradas
Ponencia de conferencia
Herramientas para Research of Project-Based Teaching in Engineering Courses Driven by Gen-AI: Taking Electromagnetic Field Course as Example
Research of Project-Based Teaching in Engineering Courses Driven by Gen-AI: Taking Electromagnetic Field Course as Example",Computing and Processing; Technological innovation; Generative AI; Human-machine systems,"2025 International Conference on Educational Technology Management (ICETM), Educational Technology Management (ICETM), 2025 International Conference on, 2025",,EBSCO,,0,
EBSCO_8310530811331328359,GenAI: Our Tool Or Our Future Master?,Engineering Profession; General Topics for Engineers; Artificial intelligence; Humanities,2026.0,"Publicaciones arbitradas
Publicación académica
Herramientas para GenAI: Our Tool Or Our Future Master?
GenAI: Our Tool Or Our Future Master?",Engineering Profession; General Topics for Engineers; Artificial intelligence; Humanities,"IEEE Transactions on Technology and Society, Technology and Society, IEEE Transactions on, IEEE Trans",,EBSCO,,0,
EBSCO_-7728025402278416305,RO-SVD+: A Hardware-Based Framework Against AI Attacks for Cost-Effective GenAI Copyright Protection in Consumer Electronics,"Power, Energy and Industry Applications; Components, Circuits, Devices and Systems; Fields, Waves and Electromagnetics; Artificial intelligence",2026.0,"Publicaciones arbitradas
Publicación académica
Herramientas para RO-SVD+: A Hardware-Based Framework Against AI Attacks for Cost-Effective GenAI Copyright Protection in Consumer Electronics
RO-SVD+: A Hardware-Based Framework Against AI Attacks for Cost-Effective GenAI Copyright Protection in Consumer Electronics","Power, Energy and Industry Applications; Components, Circuits, Devices and Systems; Fields, Waves and Electromagnetics; Artificial intelligence","IEEE Transactions on Consumer Electronics, Consumer Electronics, IEEE Transactions on, IEEE Trans",,EBSCO,,0,
